取引日,出金金額（円）,入金金額（円）,海外出金金額,通貨,変換レート（円）,利用国,取引内容,取引先,取引方法,支払い区分,利用者,取引番号
2025/06/07 18:16:59,-,6,-,-,-,-,ポイント、残高の獲得,ファミリーマート,PayPayポイント,-,-,04725685677758128128
2025/06/07 16:42:29,"27,000",-,-,-,-,-,送った金額,たいらおかだ,PayPay残高,-,-,02014488684932874243
2025/06/07 16:42:26,-,"50,000",-,-,-,-,チャージ,PayPay,ゆうちょ銀行 *****41,-,-,02014488667753447428
2025/06/07 15:29:52,"1,500",-,-,-,-,-,支払い,牛たん とろろ 麦めし ねぎし - ねぎし　上野駅前B1店,"PayPayポイント (7円), PayPay残高 (1,493円)",-,-,04725599546483326976
2025/06/07 15:29:52,-,14,-,-,-,-,ポイント、残高の獲得,牛たん とろろ 麦めし ねぎし,PayPayポイント,-,-,04725599546483326976
2025/06/07 02:27:05,388,-,-,-,-,-,支払い,ファミリーマート - 三軒茶屋二丁目,PayPay残高,-,-,04725196094435704832
2025/06/07 02:27:04,-,2,-,-,-,-,ポイント、残高の獲得,ファミリーマート,PayPayポイント,-,-,04725196094435704832
2025/06/06 19:57:10,715,-,-,-,-,-,支払い,ファミリーマート - 三軒茶屋二丁目,PayPay残高,-,-,04724995141506203649
2025/06/06 19:57:10,-,6,-,-,-,-,ポイント、残高の獲得,ファミリーマート,PayPayポイント,-,-,04724995141506203649
2025/06/06 10:14:16,518,-,-,-,-,-,支払い,ファミリーマート - 三軒茶屋二丁目,"PayPayポイント (4円), PayPay残高 (514円)",-,-,04724694717133537280
2025/06/06 10:14:16,-,4,-,-,-,-,ポイント、残高の獲得,ファミリーマート,PayPayポイント,-,-,04724694717133537280
2025/06/05 14:36:08,230,-,-,-,-,-,支払い,ローソン - Ａｂｅｍａ　Ｔｏｗｅｒｓ,"PayPayポイント (45円), PayPay残高 (185円)",-,-,04724087503247581187
2025/06/04 22:40:34,"12,298",-,-,-,-,-,支払い,韓国家庭料理 明洞いちば29 - 韓国家庭料理専門店　明洞タッカルビ,PayPay残高,-,-,04723595016527159297
2025/06/04 22:40:34,-,122,-,-,-,-,ポイント、残高の獲得,韓国家庭料理 明洞いちば29,PayPayポイント,-,-,04723595016527159297
2025/06/04 22:40:22,-,"12,000",-,-,-,-,チャージ,PayPay,ゆうちょ銀行 *****41,-,-,02012446625553088526
2025/06/04 13:55:52,-,"1,600",-,-,-,-,受け取った金額,tomori,PayPay残高,-,-,02012176308900446208
2025/06/04 13:55:34,-,"1,210",-,-,-,-,受け取った金額,ほっともっと,PayPay残高,-,-,02012176145689526272
2025/06/04 13:55:08,"4,620",-,-,-,-,-,支払い,SHEWOLFDINER　渋谷 - SHEWOLFDINER　渋谷,PayPay残高,-,-,04723324210246295552
2025/06/04 13:55:08,-,46,-,-,-,-,ポイント、残高の獲得,SHEWOLFDINER　渋谷,PayPayポイント,-,-,04723324210246295552
2025/06/04 13:54:59,-,"5,000",-,-,-,-,チャージ,PayPay,ゆうちょ銀行 *****41,-,-,02012175853634387969
2025/06/04 10:12:14,410,-,-,-,-,-,支払い,ファミリーマート - 渋谷宇田川交番前,"PayPayポイント (4円), PayPay残高 (406円)",-,-,04723209319870816260
2025/06/04 10:12:13,-,4,-,-,-,-,ポイント、残高の獲得,ファミリーマート,PayPayポイント,-,-,04723209319870816260
2025/06/03 19:48:34,-,6,-,-,-,-,ポイント、残高の獲得,ファミリーマート,PayPayポイント,-,-,04722764189460873220
2025/06/03 19:48:34,837,-,-,-,-,-,支払い,ファミリーマート - 三軒茶屋二丁目,"PayPayポイント (288円), PayPay残高 (549円)",-,-,04722764189460873220
2025/06/02 19:16:50,"1,580",-,-,-,-,-,支払い,際コーポレーション - 富士喜 池尻大橋,PayPay残高,-,-,04722005672466612224
2025/06/02 19:16:50,-,14,-,-,-,-,ポイント、残高の獲得,際コーポレーション,PayPayポイント,-,-,04722005672466612224
2025/06/02 11:46:53,-,4,-,-,-,-,ポイント、残高の獲得,ローソン,PayPayポイント,-,-,04721773761412571143
2025/06/02 11:46:53,649,-,-,-,-,-,支払い,ローソン - Ａｂｅｍａ　Ｔｏｗｅｒｓ,"PayPayポイント (138円), PayPay残高 (511円)",-,-,04721773761412571143
2025/06/02 01:51:09,-,6,-,-,-,-,ポイント、残高の獲得,ファミリーマート,PayPayポイント,-,-,04721466722790293505
2025/06/02 01:51:09,628,-,-,-,-,-,支払い,ファミリーマート - 三軒茶屋二丁目,PayPay残高,-,-,04721466722790293505
2025/06/01 22:30:13,"1,000",-,-,-,-,-,送った金額,村田雅弥,PayPay残高,-,-,02010214883233603584
2025/06/01 22:29:52,-,"1,600",-,-,-,-,受け取った金額,オノ,PayPay残高,-,-,02010214711435501575
2025/06/01 21:28:52,-,"1,600",-,-,-,-,受け取った金額,村田雅弥,PayPay残高,-,-,02010183263684370447
2025/06/01 21:28:43,-,"1,600",-,-,-,-,受け取った金額,たいらおかだ,PayPay残高,-,-,02010183194965696518
2025/06/01 21:28:06,-,"1,600",-,-,-,-,受け取った金額,宮元健斗だよ,PayPay残高,-,-,02010182868548698137
2025/06/01 21:27:40,"3,500",-,-,-,-,-,送った金額,村田雅弥,PayPay残高,-,-,02010182645210398742
2025/06/01 18:46:57,"10,000",-,-,-,-,-,送った金額,村田雅弥,PayPay残高,-,-,02010099812472127495
2025/06/01 18:46:24,-,"10,000",-,-,-,-,チャージ,PayPay,ゆうちょ銀行 *****41,-,-,02010099529004662803
2025/06/01 18:39:37,"8,640",-,-,-,-,-,支払い,C.STAND - C.STAND 新宿区役所通り横店,PayPay残高,-,-,04721244312203198471
2025/06/01 18:39:36,-,43,-,-,-,-,ポイント、残高の獲得,C.STAND,PayPayポイント,-,-,04721244312203198471
2025/06/01 18:39:24,-,"10,000",-,-,-,-,チャージ,PayPay,ゆうちょ銀行 *****41,-,-,02010095929821880326
2025/05/31 23:14:19,-,"1,000",-,-,-,-,受け取った金額,ひらの,PayPay残高,-,-,02009495450441662478
2025/05/31 23:05:09,-,25,-,-,-,-,ポイント、残高の獲得,ダイヤモンドダイニング,PayPayポイント,-,-,04720638996693245955
2025/05/31 23:05:09,"5,180",-,-,-,-,-,支払い,ダイヤモンドダイニング - BAGUS　道玄坂,PayPay残高,-,-,04720638996693245955
2025/05/31 23:04:57,-,"5,000",-,-,-,-,チャージ,PayPay,ゆうちょ銀行 *****41,-,-,02009490614311239690
2025/05/31 20:51:09,-,34,-,-,-,-,ポイント、残高の獲得,渋谷ストリーム,PayPayポイント,-,-,04720569933618331664
2025/05/31 20:51:09,"6,919",-,-,-,-,-,支払い,渋谷ストリーム - もんじゃのえびせん,PayPay残高,-,-,04720569933618331664
2025/05/31 20:51:03,-,"5,000",-,-,-,-,チャージ,PayPay,ゆうちょ銀行 *****41,-,-,02009421611366539265
2025/05/31 16:36:02,405,-,-,-,-,-,支払い,ファミリーマート - 三軒茶屋二丁目,"PayPayポイント (12円), PayPay残高 (393円)",-,-,04720438456079843328
2025/05/31 16:36:02,-,1,-,-,-,-,ポイント、残高の獲得,ファミリーマート,PayPayポイント,-,-,04720438456079843328
2025/05/30 12:14:29,"1,629",-,-,-,-,-,支払い,ファミリーマート - 三軒茶屋二丁目,"PayPayポイント (130円), PayPay残高 (1,499円)",-,-,04719561483887968265
2025/05/30 12:14:29,-,7,-,-,-,-,ポイント、残高の獲得,ファミリーマート,PayPayポイント,-,-,04719561483887968265
2025/05/29 21:48:39,-,2,-,-,-,-,ポイント、残高の獲得,ファミリーマート,PayPayポイント,-,-,04719115228194791431
2025/05/29 21:48:39,519,-,-,-,-,-,支払い,ファミリーマート - 三軒茶屋二丁目,PayPay残高,-,-,04719115228194791431
2025/05/28 20:21:46,768,-,-,-,-,-,支払い,ローソン - Ａｂｅｍａ　Ｔｏｗｅｒｓ,PayPay残高,-,-,04718328287106015232
2025/05/28 20:21:46,-,3,-,-,-,-,ポイント、残高の獲得,ローソン,PayPayポイント,-,-,04718328287106015232
2025/05/28 12:23:43,118,-,-,-,-,-,支払い,ローソン - Ａｂｅｍａ　Ｔｏｗｅｒｓ,PayPay残高,-,-,04718081902011424772
2025/05/28 09:26:17,595,-,-,-,-,-,支払い,ローソン - Ａｂｅｍａ　Ｔｏｗｅｒｓ,PayPay残高,-,-,04717990453568528384
2025/05/28 09:26:17,-,2,-,-,-,-,ポイント、残高の獲得,ローソン,PayPayポイント,-,-,04717990453568528384
2025/05/27 23:21:27,429,-,-,-,-,-,支払い,ファミリーマート - 三軒茶屋二丁目,PayPay残高,-,-,04717678724841791488
2025/05/27 23:21:27,-,2,-,-,-,-,ポイント、残高の獲得,ファミリーマート,PayPayポイント,-,-,04717678724841791488
2025/05/27 14:56:56,654,-,-,-,-,-,支払い,ファミリーマート - 三軒茶屋二丁目,"PayPayポイント (78円), PayPay残高 (576円)",-,-,04717418698930405377
2025/05/27 14:56:56,-,2,-,-,-,-,ポイント、残高の獲得,ファミリーマート,PayPayポイント,-,-,04717418698930405377
2025/05/26 13:30:51,118,-,-,-,-,-,支払い,ローソン - Ａｂｅｍａ　Ｔｏｗｅｒｓ,"PayPayポイント (8円), PayPay残高 (110円)",-,-,04716632161569857539
2025/05/26 00:29:45,768,-,-,-,-,-,支払い,ファミリーマート - 三軒茶屋二丁目,PayPay残高,-,-,04716229577105629189
2025/05/26 00:29:44,-,3,-,-,-,-,ポイント、残高の獲得,ファミリーマート,PayPayポイント,-,-,04716229577105629189
2025/05/26 00:20:30,"10,587",-,-,-,-,-,送った金額,宮元健斗だよ,PayPay残高,-,-,02005076538980294660
2025/05/26 00:20:28,-,"20,000",-,-,-,-,チャージ,PayPay,ゆうちょ銀行 *****41,-,-,02005076521799540740
2025/05/25 17:38:10,-,4,-,-,-,-,ポイント、残高の獲得,ファミリーマート,PayPayポイント,-,-,04716017448670846986
2025/05/25 17:38:10,849,-,-,-,-,-,支払い,ファミリーマート - 三軒茶屋二丁目,"PayPayポイント (12円), PayPay残高 (837円)",-,-,04716017448670846986
2025/05/25 17:38:07,-,"1,000",-,-,-,-,チャージ,PayPay,ゆうちょ銀行 *****41,-,-,02004869143599546388
2025/05/24 18:35:01,"1,098",-,-,-,-,-,支払い,セブン-イレブン - 世田谷三軒茶屋２丁目,PayPay残高,-,-,04715304587178647552
2025/05/24 18:35:01,-,5,-,-,-,-,ポイント、残高の獲得,セブン-イレブン,PayPayポイント,-,-,04715304587178647552
2025/05/24 18:34:56,-,"1,000",-,-,-,-,チャージ,PayPay,ゆうちょ銀行 *****41,-,-,02004156256336814098
2025/05/24 15:46:58,-,1,-,-,-,-,ポイント、残高の獲得,サンマルクカフェ,PayPayポイント,-,-,04715217966277722122
2025/05/24 15:46:58,320,-,-,-,-,-,支払い,サンマルクカフェ - サンマルクカフェ三軒茶屋店,"PayPayポイント (8円), PayPay残高 (312円)",-,-,04715217966277722122
2025/05/24 02:02:18,-,8,-,-,-,-,ポイント、残高の獲得,ファミリーマート,PayPayポイント,-,-,04714792936314314754
2025/05/24 02:02:18,"1,688",-,-,-,-,-,支払い,ファミリーマート - 三軒茶屋二丁目,"PayPayポイント (4円), PayPay残高 (1,684円)",-,-,04714792936314314754
2025/05/24 02:02:11,-,"1,000",-,-,-,-,チャージ,PayPay,ゆうちょ銀行 *****41,-,-,02003644596882997248
2025/05/24 02:01:56,-,"1,000",-,-,-,-,チャージ,PayPay,ゆうちょ銀行 *****41,-,-,02003644476624273410
2025/05/23 20:26:17,-,3,-,-,-,-,ポイント、残高の獲得,セブン-イレブン,PayPayポイント,-,-,04714619754643234820
2025/05/23 20:26:17,800,-,-,-,-,-,支払い,セブン-イレブン - 世田谷上馬２丁目,"PayPayポイント (10円), PayPay残高 (790円)",-,-,04714619754643234820
2025/05/21 11:26:53,-,2,-,-,-,-,ポイント、残高の獲得,セブン-イレブン,PayPayポイント,-,-,04712857409300897795
2025/05/21 11:26:53,595,-,-,-,-,-,支払い,セブン-イレブン - 世田谷上馬２丁目,"PayPayポイント (38円), PayPay残高 (557円)",-,-,04712857409300897795
2025/05/21 11:26:49,-,"1,000",-,-,-,-,チャージ,PayPay,ゆうちょ銀行 *****41,-,-,02001709104231260160
2025/05/20 12:55:26,-,3,-,-,-,-,ポイント、残高の獲得,ローソン,PayPayポイント,-,-,04712160877274406917
2025/05/20 12:55:26,768,-,-,-,-,-,支払い,ローソン - Ａｂｅｍａ　Ｔｏｗｅｒｓ,"PayPayポイント (14円), PayPay残高 (754円)",-,-,04712160877274406917
2025/05/19 15:41:20,277,-,-,-,-,-,支払い,ツルハホールディングス - ツルハドラッグ渋谷センター街店,PayPay残高,-,-,04711504219724349442
2025/05/19 15:41:20,-,1,-,-,-,-,ポイント、残高の獲得,ツルハホールディングス,PayPayポイント,-,-,04711504219724349442
2025/05/19 12:13:25,787,-,-,-,-,-,支払い,ローソン - Ａｂｅｍａ　Ｔｏｗｅｒｓ,"PayPayポイント (16円), PayPay残高 (771円)",-,-,04711397060289978368
2025/05/19 12:13:25,-,3,-,-,-,-,ポイント、残高の獲得,ローソン,PayPayポイント,-,-,04711397060289978368
2025/05/19 04:48:00,670,-,-,-,-,-,支払い,ファミリーマート - 三軒茶屋二丁目,"PayPayポイント (308円), PayPay残高 (362円)",-,-,04711167494288474112
2025/05/19 04:48:00,-,2,-,-,-,-,ポイント、残高の獲得,ファミリーマート,PayPayポイント,-,-,04711167494288474112
2025/05/18 20:08:08,160,-,-,-,-,-,支払い,ファミリーマート - 三軒茶屋二丁目,PayPay残高,-,-,04710899557048729601
2025/05/18 19:13:17,-,4,-,-,-,-,ポイント、残高の獲得,OKINAWA FES Milafete,PayPayポイント,-,-,04710871278983716870
2025/05/18 19:13:17,"1,000",-,-,-,-,-,支払い,OKINAWA FES Milafete,"PayPayポイント (20円), PayPay残高 (980円)",-,-,04710871278983716870
2025/05/18 19:12:51,-,"3,000",-,-,-,-,チャージ,PayPay,ゆうちょ銀行 *****41,-,-,01999722776345427988
2025/05/18 05:39:51,"3,300",-,-,-,-,-,送った金額,宮元健斗だよ,PayPay残高,-,-,01999303767926603776
2025/05/18 05:39:38,-,"3,300",-,-,-,-,チャージ,PayPay,ゆうちょ銀行 *****41,-,-,01999303656256987138
2025/05/17 22:40:58,-,27,-,-,-,-,ポイント、残高の獲得,ASOBIBAR,PayPayポイント,-,-,04710236147810361347
2025/05/17 22:40:58,"5,500",-,-,-,-,-,支払い,ASOBIBAR - 新宿歌舞伎町タワー前店,"PayPayポイント (6円), PayPay残高 (5,494円)",-,-,04710236147810361347
2025/05/17 22:40:56,-,"5,000",-,-,-,-,チャージ,PayPay,ゆうちょ銀行 *****41,-,-,01999087859920265224
2025/05/17 22:25:15,"2,000",-,-,-,-,-,送った金額,宮元健斗だよ,PayPay残高,-,-,01999079768202248204
2025/05/17 22:25:13,-,"3,000",-,-,-,-,チャージ,PayPay,ゆうちょ銀行 *****41,-,-,01999079751022297100
2025/05/17 16:45:01,"20,000",-,-,-,-,-,送った金額,村田雅弥,PayPay残高,-,-,01998904421866799111
2025/05/17 16:44:41,-,"20,000",-,-,-,-,チャージ,PayPay,ゆうちょ銀行 *****41,-,-,01998904250068336656
2025/05/16 23:33:54,-,2,-,-,-,-,ポイント、残高の獲得,ローソン,PayPayポイント,-,-,04709521259093893122
2025/05/16 23:33:54,496,-,-,-,-,-,支払い,ローソン - 三軒茶屋,PayPay残高,-,-,04709521259093893122
2025/05/16 18:42:03,789,-,-,-,-,-,支払い,ローソン - Ａｂｅｍａ　Ｔｏｗｅｒｓ,PayPay残高,-,-,04709370840749187075
2025/05/16 18:42:02,-,3,-,-,-,-,ポイント、残高の獲得,ローソン,PayPayポイント,-,-,04709370840749187075
2025/05/16 18:41:59,-,"1,000",-,-,-,-,チャージ,PayPay,ゆうちょ銀行 *****41,-,-,01998222535679000576
2025/05/16 13:06:25,230,-,-,-,-,-,支払い,ローソン - 渋谷区井の頭通,PayPay残高,-,-,04709197856646381569
2025/05/16 13:06:24,-,1,-,-,-,-,ポイント、残高の獲得,ローソン,PayPayポイント,-,-,04709197856646381569
2025/05/16 02:05:24,538,-,-,-,-,-,支払い,ファミリーマート - 三軒茶屋二丁目,PayPay残高,-,-,04708857171250593792
2025/05/16 02:05:23,-,2,-,-,-,-,ポイント、残高の獲得,ファミリーマート,PayPayポイント,-,-,04708857171250593792
2025/05/16 01:54:33,959,-,-,-,-,-,支払い,TEMU,PayPay残高,-,-,04708851587792371712
2025/05/16 01:54:33,-,4,-,-,-,-,ポイント、残高の獲得,TEMU,PayPayポイント,-,-,04708851587792371712
2025/05/16 01:37:26,"2,334",-,-,-,-,-,支払い,TEMU,PayPay残高,-,-,04708842765930184704
2025/05/16 01:37:26,-,11,-,-,-,-,ポイント、残高の獲得,TEMU,PayPayポイント,-,-,04708842765930184704
2025/05/16 01:37:25,-,"3,000",-,-,-,-,チャージ,PayPay,ゆうちょ銀行 *****41,-,-,01997694478039891968
2025/05/16 01:31:08,"2,234",-,-,-,-,-,支払い,TEMU,"PayPayポイント (26円), PayPay残高 (2,208円)",-,-,04708839510344343552
2025/05/16 01:31:07,-,11,-,-,-,-,ポイント、残高の獲得,TEMU,PayPayポイント,-,-,04708839510344343552
2025/05/14 21:55:26,"1,041",-,-,-,-,-,支払い,セブン-イレブン - 世田谷上馬２丁目,PayPay残高,-,-,04707986169060352002
2025/05/14 21:55:25,-,5,-,-,-,-,ポイント、残高の獲得,セブン-イレブン,PayPayポイント,-,-,04707986169060352002
2025/05/14 21:10:42,"8,372",-,-,-,-,-,支払い,かきのおきて - かきのおきて三軒茶屋店,PayPay残高,-,-,04707963113677406208
2025/05/14 21:10:41,-,41,-,-,-,-,ポイント、残高の獲得,かきのおきて,PayPayポイント,-,-,04707963113677406208
2025/05/14 21:10:40,-,"10,000",-,-,-,-,チャージ,PayPay,ゆうちょ銀行 *****41,-,-,01996814825788219393
2025/05/14 08:07:50,606,-,-,-,-,-,支払い,ローソン - 渋谷区井の頭通,"PayPayポイント (2円), PayPay残高 (604円)",-,-,04707559635857596417
2025/05/14 08:07:50,-,3,-,-,-,-,ポイント、残高の獲得,ローソン,PayPayポイント,-,-,04707559635857596417
2025/05/13 20:14:44,626,-,-,-,-,-,支払い,ファミリーマート - 三軒茶屋二丁目,"PayPayポイント (10円), PayPay残高 (616円)",-,-,04707192106916274176
2025/05/13 20:14:44,-,3,-,-,-,-,ポイント、残高の獲得,ファミリーマート,PayPayポイント,-,-,04707192106916274176
2025/05/12 23:25:28,170,-,-,-,-,-,支払い,セブン-イレブン - 世田谷上馬２丁目,PayPay残高,-,-,04706548231189970946
2025/05/12 21:19:11,-,4,-,-,-,-,ポイント、残高の獲得,ファミリーマート,PayPayポイント,-,-,04706483145255526401
2025/05/12 21:19:11,823,-,-,-,-,-,支払い,ファミリーマート - 三軒茶屋二丁目,PayPay残高,-,-,04706483145255526401
2025/05/12 12:35:19,649,-,-,-,-,-,支払い,ローソン - Ａｂｅｍａ　Ｔｏｗｅｒｓ,"PayPayポイント (30円), PayPay残高 (619円)",-,-,04706213155021864961
2025/05/12 12:35:19,-,3,-,-,-,-,ポイント、残高の獲得,ローソン,PayPayポイント,-,-,04706213155021864961
2025/05/11 22:12:59,"2,000",-,-,-,-,-,送った金額,オノ,PayPay残高,-,-,01994620432507330561
2025/05/11 18:49:04,"10,000",-,-,-,-,-,送った金額,宮元健斗だよ,PayPay残高,-,-,01994515334657712128
2025/05/11 18:48:50,-,"10,000",-,-,-,-,チャージ,PayPay,ゆうちょ銀行 *****41,-,-,01994515214398464000
2025/05/11 18:37:24,"1,030",-,-,-,-,-,支払い,銀座ルノアール - 喫茶室ルノアール　渋谷南口店,"PayPayポイント (4円), PayPay残高 (1,026円)",-,-,04705657601001988096
2025/05/11 18:37:24,-,5,-,-,-,-,ポイント、残高の獲得,銀座ルノアール,PayPayポイント,-,-,04705657601001988096
